id,title,link,content,date,category,sentiment_score,source_id,sentiment_label
67,Giá USD tự do lao dốc,https://vnexpress.net/gia-usd-tu-do-lao-doc-5099905.html,"Các điểm thu đổi ngoại tệ trên thị trường tự do giảm mạnh giá mua USD còn gần 26.000 đồng, thấp hơn giao dịch tại ngân hàng. Nhiều điểm thu đổi ngoại tệ ở TP HCM sáng nay niêm yết giá mua vào mỗi USD quanh 26.100 đồng, còn bán ra cho người dân khoảng 26.330-26.400 đồng. So với ngày đầu tuần, mỗi đồng bạc xanh trên thị trường tự do (hay còn gọi ""chợ đen"") giảm khoảng 250 đồng. Đây là mức điều chỉnh mạnh nhất trong vòng một tháng qua. Giá USD tự do đã mất khoảng 2.000 đồng, tương đương 7%, so với giai đoạn mua bán lên cao kỷ lục 28.150 đồng hồi đầu tháng 3. Tỷ giá tự do tiếp tục biến động trái chiều với kênh ngân hàng. Các nhà băng lớn sáng nay giữ nguyên giá mua bán hoặc nhích nhẹ vài chục đồng so với hôm qua. Vietcombank mua vào 26.110 đồng và bán ra 26.490 đồng mỗi USD, còn Vietinbank nâng lên 26.133 và 26.513 đồng. Điều này đồng nghĩa nếu có nhu cầu đổi ngoại tệ từ USD sang VND, người dân giao dịch tại ngân hàng sẽ nhỉnh hơn so với kênh tự do, dù chênh lệch không quá lớn. Ngược lại, nếu muốn mua USD, kênh tự do đang rẻ hơn ngân hàng. Giao dịch USD tại một ngân hàng ở Hà Nội. Ảnh: Giang Huy Giá USD tự do cũng đi ngược tỷ giá trung tâm. Sáng nay, Ngân hàng Nhà nước công bố tỷ giá trung tâm lên 25.260 đồng, mức cao nhất kể từ cuối tháng 8/2025. Tỷ giá tự do thường được quyết định bởi cung cầu thực của thị trường, khác với yếu tố ảnh hưởng chính đến tỷ giá trung tâm là cân đối vĩ mô và điều hành chính sách tiền tệ của Ngân hàng Nhà nước. Đà giảm sâu một tháng trở lại đây, theo nhiều chuyên gia, chủ yếu bởi tâm lý đầu cơ hạ nhiệt. ""Tâm lý ngại rủi ro pháp lý của người dân với thị trường phi chính thức đang tác động mạnh đến tỷ giá tự do"", PGS.TS Nguyễn Quốc Anh, giảng viên cao cấp Khoa Ngân hàng, Đại học Kinh tế TP HCM, nói. Bổ sung thêm, bà Lý Thị Hiền, Trưởng phòng phân tích cấp cao khách hàng cá nhân tại Công ty Chứng khoán Yuanta Việt Nam (YSVN), nhận định biến động của thị trường vàng cũng ảnh hưởng không nhỏ đến đà giảm của giá USD tự do. Đầu năm tới nay, vàng trong nước và thế giới lần lượt mất 2-4,5% và có thể tiếp tục đi xuống. Điều này dẫn tới tâm lý nắm giữ USD bên ngoài hệ thống ngân hàng của người dân nguội dần, qua đó giảm áp lực tỷ giá trong ngắn hạn. ""Tuy nhiên, dư địa giảm thêm gần như không còn do tỷ giá tự do đã về ngang hoặc dưới ngưỡng bán ra tại các ngân hàng thương mại"", bà Hiền dự báo. Phương Đông",2026-07-21,Technology,0.0,1,Neutral
11,Cha mẹ khủng hoảng khi con 'rời tổ',https://vnexpress.net/cha-me-khung-hoang-khi-con-roi-to-5095686.html,,,General,-0.65,1,Negative
18,HLV Tây Ban Nha: 'Pháp thua đội mạnh nhất thế giới',https://vnexpress.net/hlv-tay-ban-nha-phap-thua-doi-manh-nhat-the-gioi-5097546.html,,,General,-0.65,1,Negative
21,Vì sao Tây Ban Nha hưởng phạt đền dù bóng chạm tay Yamal?,https://vnexpress.net/vi-sao-tay-ban-nha-huong-phat-den-du-bong-cham-tay-yamal-5097522.html,,,General,-0.65,1,Negative
14,Quả trầu bà được săn lùng nhờ 'trào lưu mukbang',https://vnexpress.net/qua-trau-ba-duoc-san-lung-nho-trao-luu-mukbang-5097334.html,,,General,-0.65,1,Negative
15,Mbappe chơi tệ thế nào trước Tây Ban Nha?,https://vnexpress.net/mbappe-choi-te-the-nao-truoc-tay-ban-nha-5097574.html,,,General,-0.65,1,Negative
8,'Tây Ban Nha đã dạy Pháp một bài học bóng đá',https://vnexpress.net/tay-ban-nha-da-day-phap-mot-bai-hoc-bong-da-5097643.html,,,General,-0.65,1,Negative
61,Chủ quản công viên Đầm Sen lỗ lũy kế hơn 400 tỷ đồng,https://vnexpress.net/chu-quan-cong-vien-dam-sen-lo-luy-ke-hon-400-ty-dong-5100115.html,"Tiếp tục kinh doanh dưới giá vốn trong quý II khiến Phú Thọ Tourist, chủ quản công viên Đầm Sen, ghi nhận lỗ lũy kế vượt 400 tỷ đồng. Theo báo cáo tài chính quý II, Công ty cổ phần Dịch vụ Du lịch Phú Thọ (Phú Thọ Tourist - DSP) có doanh thu gần 46,4 tỷ đồng, tăng 5%. Doanh thu tài chính cao hơn 95% so với cùng kỳ, lên hơn 13,7 tỷ đồng. Kỳ này, giá vốn và chi phí đều tăng lên, tổng cộng ghi nhận hơn 66 tỷ đồng, cao hơn tổng nguồn thu của công ty cộng lại. Trong đó, tiền thuê đất chiếm 30% chi phí giá vốn. Đây là nguyên nhân chính khiến Phú Thọ Tourist lỗ gần 6 tỷ đồng. Đây là quý thứ hai liên tiếp, công ty kinh doanh thua lỗ. Song, nhờ các nguồn thu cải thiện hơn so với cùng kỳ, mức thâm hụt lợi nhuận này cũng giảm bớt 37%. Tuy nhiên, kết quả kinh doanh quý II tiêu cực đã khiến tổng lỗ lũy kế của DSP dâng lên gần 402 tỷ đồng, gần bằng một nửa vốn chủ sở hữu. Phú Thọ Tourist quản lý và điều hành 4 đơn vị kinh doanh gồm: Công viên văn hóa Đầm Sen (còn gọi là Đầm Sen Khô), cụm khách sạn Ngọc Lan - Phú Thọ, Trung tâm Dịch vụ Du lịch Đầm Sen và Khu du lịch sinh thái rừng ngập mặn Vàm Sát. Công ty còn tham gia liên kết tại Công viên nước Đầm Sen (DSN) và đầu tư tài chính vào 2 khách sạn, gồm Sài Gòn - Đà Lạt (Lâm Đồng) và Sài Gòn - Đông Hà (Quảng Trị). Là một trong những công viên chủ đề có tuổi đời lâu nhất tại TP HCM cùng vị trí gần trung tâm, song Đầm Sen lại trở thành ""gánh nặng"" cho Phú Thọ Tourist. Nhiều năm liên tiếp, công viên này gây ra khoản lỗ lớn cho DSP. Trong khi đó, Đầm Sen Nước ghi nhận kết quả kinh doanh khá tích cực. Năm nay, công ty đặt ra mục tiêu đạt hơn 237,25 tỷ đồng doanh thu và tiếp tục lỗ hơn 28,2 tỷ đồng. Sau 6 tháng, họ hoàn thành gần 41% chỉ tiêu doanh thu và lỗ khoảng 45% so với mức dự kiến cho cả năm. Nhóm bạn trẻ đang chơi trò ""xe điện đụng"" tại Đầm Sen. Ảnh: DSP Theo chủ quản Đầm Sen, các không gian công cộng mở như công viên đô thị, phố đi bộ, khu đô thị tích hợp, trung tâm thương mại lớn được đầu tư bài bản, tổ chức nhiều hoạt động cộng đồng và phần lớn không thu phí hoặc thu phí rất thấp. Điều này làm giảm tần suất ghé thăm và khả năng quay lại nhiều lần trong năm của nhóm khách địa phương. Ngoài ra, công ty còn nhận thấy đang bị các đối thủ cùng ngành cạnh tranh. Trong đó, Suối Tiên, VinWonders Grand Park, Thảo Cầm Viên, Amazing Bay là những thương hiệu được ban lãnh đạo nhắc tới. Trước đó, Phú Thọ Tourist xác định đổi mới sản phẩm và dịch vụ là một trong những trọng tâm năm nay. Họ lên kế hoạch làm ""sống lại biểu tượng"" Đầm Sen với khách hàng trọng tâm là Gen Z, Gen Alpha và nhóm khách gia đình. Công ty sẽ nâng cấp các trò chơi và đầu tư thêm các trò quy mô nhỏ có tính công nghệ cao như thực tế ảo (VR), các trò chơi vận động kết hợp giáo dục về môi trường (eco-adventure)... kết hợp tổ chức các show diễn định kỳ cuối tuần, ẩm thực phố đêm kết hợp âm nhạc. Công tác cải tạo cảnh quan và các điểm check-in cũng sẽ được chú trọng. Công ty cũng sẽ giải quyết các điểm nghẽn như xin quyền sử dụng đất, quy hoạch 1/500 cho Đầm Sen. Theo ban lãnh đạo, đây là khó khăn lớn nhất khiến họ chưa thể đầu tư xây dựng các hạng mục quy mô lớn. Tất Đạt",2026-07-22,Technology,-0.65,1,Negative
40,Pha 'bẻ còi' gây tranh cãi ở trận Pháp thua Tây Ban Nha,https://vnexpress.net/pha-be-coi-gay-tranh-cai-o-tran-phap-thua-tay-ban-nha-5097635.html,,,General,-0.65,1,Negative
54,Kiều hối về TP HCM giảm xuống 4 tỷ USD,https://vnexpress.net/kieu-hoi-ve-tp-hcm-giam-xuong-4-ty-usd-5100333.html,"Nửa đầu năm nay, kiều hối về TP HCM giảm hơn 20% so với cùng kỳ năm ngoái, ước đạt 4 tỷ USD. Theo số liệu từ Ngân hàng Nhà nước chi nhánh Khu vực 2, riêng trong quý II, kiều hối về TP HCM qua các tổ chức tín dụng và tổ chức kinh tế đạt khoảng 2 tỷ USD, giảm 28% so với cùng kỳ năm ngoái. Nếu so với quý đầu năm, kiều hối về thành phố tăng nhẹ hơn 1%. Đây là quý đầu tiên trong năm ghi nhận mức tăng trở lại so với quý liền kề, dù tốc độ phục hồi còn khiêm tốn. Lũy kế 6 tháng, kiều hối về TP HCM mới đạt hơn 4 tỷ USD, giảm gần 23% so với cùng kỳ 2025. Xét về cơ cấu, bà Trần Thị Ngọc Liên, Phó giám đốc Ngân hàng Nhà nước Khu vực 2, cho biết châu Á tiếp tục là nguồn đóng góp nhiều nhất. Với hơn 1,9 tỷ USD kiều hối từ châu Á, khu vực này chiếm tỷ trọng gần 48%. Tiếp đến là châu Mỹ đạt 1,375 tỷ USD chiếm tỷ trọng hơn 34%. Châu Đại Dương đạt 418 triệu USD, chiếm 10,4% và là khu vực có diễn biến ổn định nhất trong nửa đầu năm. Còn lại là từ một số khu vực khác trong đó có châu Phi. Theo bà Liên, diễn biến trên chịu tác động của nhiều yếu tố. Kinh tế toàn cầu tăng trưởng chậm, USD duy trì ở mức cao và chính sách nhập cư chặt chẽ tại một số quốc gia đã ảnh hưởng đến việc làm, thu nhập và khả năng chuyển tiền của người Việt Nam ở nước ngoài. Đối với khu vực châu Mỹ, đặc biệt là Mỹ - nơi chiếm tỷ trọng lớn trong lượng kiều hối về TP HCM - áp lực lạm phát, chi phí sinh hoạt cao, cùng những thay đổi về thị trường lao động và chính sách thuế với một số giao dịch chuyển tiền cũng tác động đến quy mô kiều hối chuyển về. Ở trong nước, Ngân hàng Nhà nước chi nhánh Khu vực 2 cũng cho rằng một số kênh đầu tư chưa tạo được sức hấp dẫn đủ lớn để thu hút dòng vốn kiều hối. Lãi suất tiền gửi ngoại tệ ở mức 0% khiến một bộ phận kiều bào lựa chọn giữ tiền ở nước ngoài hoặc chuyển sang các tài sản đầu tư khác. Bên cạnh đó, dòng tiền cũng được phân tán qua nhiều kênh thanh toán mới làm doanh số kiều hối qua hệ thống ngân hàng giảm, theo Ngân hàng Nhà nước chi nhánh Khu vực 2. Theo dự báo của cơ quan này, nếu kinh tế thế giới không phát sinh biến động lớn và xu hướng phục hồi trong nửa cuối năm được duy trì, doanh số kiều hối cả năm 2026 có thể đạt khoảng 8,6-8,9 tỷ USD. Dù chưa trở lại mức của các năm trước, bà Liên nhận định xu hướng phục hồi theo từng quý được kỳ vọng sẽ rõ nét hơn trong nửa cuối năm, nhất là khi môi trường lãi suất quốc tế dần nới lỏng, tỷ giá ổn định và các chương trình thu hút kiều hối của hệ thống ngân hàng tiếp tục phát huy hiệu quả. Quỳnh Trang",2026-07-22,Business,-0.65,1,Negative
